title,publishedAt,channelTitle,description,category,tags,duration,live_content,view_count,likes,comment_count,subscriber_count,engagement_rate,total_view_count,channel_country
GREATEST I ARJAN DHILLON I MXRCI I BROWN STUDIOS,2024-11-26T03:30:08Z,Brown Studios,"Song Name: Greatest
Singer, Lyrics & Composer : Arjan Dhillon
Music : Mxrci
Producer : Harwinder Sidhu 
Manager : Jaspreet K Dhanjal
Video : B2gether Pros
Album : Patandar
Promotions : Gold Media Entertainment

Director : Mahi Sandhu & Joban Sandhu
MD : Arman Dhillon
Co D: Sharn Sandhu
DOP: Mani Art
Chief AD : Tee Cee & AD Singh
Editor : Saibastula
CG : Onkar Singh
Line Producer:  Jeet Parmar
Baku Prod.: Seymour Cinealliance
Label - Brown Studios",Music,"""new punjabi music|new punjabi song|new punjabi song 2024|new punjabi song latest this week|new songs|latest songs|latest punjabi songs|all hit punjabi songs|all new punjabi songs latest|ARJANDHILLON|MXRCI|greatest|famouspunjabisong""",3.02,none,516890,27212,894,1460000,0.054375206,988291298.0,IN
Dil-e-Nadan Episode 31 - [Eng Sub] - Mikaal Zulfiqar - Amar Khan - Ali Abbas - 26th November 2024,2024-11-26T16:00:49Z,HAR PAL GEO,"Thanks for watching Har Pal Geo. Please click here https://bit.ly/3rCBCYN to Subscribe and hit the bell icon to enjoy Top Pakistani Dramas and satisfy all your entertainment needs. Do you know Har Pal Geo is now available in the US? Share the News. Spread the word.

Dil-e-Nadan Episode 31 - [Eng Sub] - Mikaal Zulfiqar - Amar Khan - Ali Abbas - 26th November 2024 - HAR PAL GEO

Nayab is a simple girl who, after losing her parents, lives with her grandmother and brother. Her sister-in-law takes advantage of her simplicity, burdening her with all household chores and stunting her personal growth.

Zaviyaar, a successful man from a wealthy family, is paired with Nayab by his grandmother due
to her naivety and simplicity. After rebelling against his family and rejecting his cousin Tania to marry Nayab, Zaviyaar soon becomes frustrated with her lack of education and grooming. Hurt by Zaviyaar’s rejection, Tania increases the rift between Nayab and Zaviyaar, causing tension and conflict in their marriage.

Will Zaviyaar and Nayab’s marriage withstand the schemes of Tania? Can Nayab change herself for Zaviyaar? Will she find support from Zaviyaar’s family, or will she face everything alone? Will Zaviyaar regret marrying Nayab? Will Tania be able to separate Zaviyaar and Nayab?

7th Sky Entertainment Presentation
Producers: Abdullah Kadwani & Asad Qureshi
Director: Saima Waseem
Writer: Sadia Akhtar

Cast:
Mikaal Zulfiqar as Zaviyaar
Amar Khan as Nayab
Ali Abbas as Junaid
Kinza Razzak as Tania
Uzma Hassan as Nighat 
Fajjer Khan as Javeria 
Kashif Mahmood as Ghazanfar
Azra Mansoor as Nafeesa
Munazzah Arif as Nigar
Seemi Raheel as Dilshaad
Haseeb Khan as Naeem
Ismat Iqbal as Durdana
Maham Afzal as Maham

#DieNadan
#MikaalZulfiqar
#AmarKhan",Entertainment,"""geo dramas|latest pakistani drama|pakistani drama|latest promo|har pal geo|pakistani dramas 2024|pakistani drama ost|ost drama 2024|पाकिस्तानी ड्रामा|Mikaal Zulfiqar|Amar Khan|Ali Abbas|Kinza Razzak|Uzma Hassan|Fajjer Khan|Kashif Mahmood|Azra Mansoor|Munazzah Arif|Seemi Raheel|Haseeb Khan|Dil-e-Nadan Episode 31|Dil-e-Nadan Ost|Episode 31 Dil-e-Nadan|Dil-e-Nadan|#Ep31|26th November 2024|Dil-e-Nadan Drama|ED-SA-UL-SA-CC-SA-TH-SA""",38.0,none,2434080,30555,628,62400000,0.012811,63396486885.0,PK
நம்ம வீட்டுக்கு மகாலட்சுமி வந்துட்டா|| அம்மா அப்பாவுக்கு ஒரே சந்தோசம்|| 🥰 @AmmaKaiPakkuvam,2024-11-25T09:28:00Z,Amma Kai Pakkuvam,"Dear Amma Kai Pakkuvam Family😍

👉 I encourage all parents from India, USA, Canada, UAE and UK to take Bhanzu’s one free class for your child: https://bnz.one/BHANZ/uLA9ZwfJ
👉 Children of Grade UKG to 9 are eligible
👉 Course created by the World's Fastest Human Calculator!
👉Exclusive offer, *30% DISCOUNT* for first 200 people registering from the link mentioned in the description.

Amma Kai Pakkuvam Shorts 
youtube.com/@AmmaKaiPakkuvamShorts

Join this channel to get access to perks:
https://www.youtube.com/channel/UCzmkF5d5Gp1wEVdhp-5Ikng/join

JOIN US ON @INSTAGRAM 👇👇👇
BHUVAN ►https://www.instagram.com/bhuvanvlogs/
DEEPAN ► https://instagram.com/deepaneshwaran/
AMMA OFFICIAL ►https://www.instagram.com/ammakaipakkuvam
📕 Facebook:  https://www.facebook.com/ammakaipakkuvam/

------------------------------------------------------------------------------------------------------
Business contact :
ammakaipakkuvam@gmail.com
------------------------------------------------------------------------------------------------------",People & Blogs,"""amma kai pakkuvam|amma kai pakkuvam samayal|amma kai pakkuvam vlog|amma kai pakkuvam live|live|amma kai pakkuvam latest video|amma live""",15.57,none,233875,4399,254,875000,0.019895243,382020370.0,IN
Phod-Cast with Elvish Yadav: Breaking Podcast with Nyrra Banerjee: Trailer,2024-11-23T13:30:06Z,The Little Adda Company,"Welcome to Phod-Cast with Elvish Yadav—where the classic podcast gets a savage upgrade! 🎙🔥 In this game-changing show, Elvish doesn’t just sit down for interviews; he breaks the mold with humor, roasts, wild games, and juicy revelations from your favourite celebrities.

Kicking off with the bold and beautiful Nyrraa Banerji, we dive into her darkest secrets, unexpected truths, and laugh-out-loud moments in an episode that’s as unpredictable as Elvish himself.

Ready to see podcasts like never before? Subscribe now and join the madness! 💥 #PhodCast #ElvishYadav #NyraaBanerjee

Enjoy this trailer and don’t forget to watch the full episode on Thursday, Nov 28 at 5 pm!",People & Blogs,"""[none]""",1.03,none,818828,67370,6220,92100,0.089872354,837438.0,IN
Taarak Mehta Ka Ooltah Chashmah | तारक मेहता | Ep 4253 | Coming Up Next,2024-11-26T15:45:05Z,Sony SAB,"Click here to subscribe to SAB: https://www.youtube.com/channel/UC6-F5tO8uklgE9Zy8IvbdFw?sub_confirmation=1

Watch the coming-up of your favorite show, with all the new episodes.

Show Name – Taarak Mehta Ka Ooltah Chashmah
Star Cast –  Dilip Joshi, Disha Vakani, Amit Bhatt, Nitish Bhaluni
Episodes No - 4253, 26 Nov 2024
Produced By -  AsitKumar Modi

#TaarakMehtaKaOoltahChashmah #तारकमेहताकाउल्टाचश्मा #SAB

About Taarak Mehta Ka Ooltah Chashmah:
----------------------------------------------------------------------
Taarak Mehta Ka Ooltah Chashmah is a SAB Comedy Show inspired by the famous humorous column, Duniya Ne Undha Chashmah written by the eminent Gujarati writer, Mr. Tarak Mehta. This show revolves around the Gada family which consists of businessman, Jethalal Champaklal Gada, Jethalal's wife, Daya & their naughty son, Tipendra Gada living in Gokuldham Co-operative Society, and covers topical issues that are socially relevant. This hilarious show will surely tickle your funny bone.

Click here to watch the episode of TaarakMehtaKaOoltahChashmah: 
https://youtube.com/playlist?list=PL6Rtnh6YJK7ZFhouqhrvP3Sx0U7qxdzJi

Taarak Mehta Ka Ooltah Chashmah | तारक मेहता | Ep 4253 | Coming Up Next",Entertainment,"""तारक मेहता|Ooltah Chashmah|sab tv channel|sab tv serials|taarak mehta latest episodes|taarak mehta ka ooltah chashmah|hindi comedy show|sab tv funny show|taarak mehta ka ulta chashma|taarak coming up|hindi tv serial|tarak mehta ka ultah chashma|taarak full episode|jethalal funny|taarak mehta|tmkoc next episode|bapuji and popatlal comedy|tmkoc comedy episodes|taarak mehta coming up next|Nitish Bhaluni|jetha funny episode|taarak mehta coming up ep 4253""",1.13,none,335972,6348,81,97300000,0.019135523,122542000000.0,IN
'Didn't give ourselves a chance': Cummins opens up on Perth Test after Aussie collapse | Fox Cricket,2024-11-25T09:01:03Z,Fox Cricket,"Adam Gilchrist spoke to Pat Cummins and Jasprit Bumrah following Australia's big loss to India during the first Test in Perth.

Subscribe and 🔔  to Fox Cricket YouTube 👉  https://bit.ly/2VvEesb
Stream Fox Cricket 👉  https://kayosports.app.link/aSVUWQbbc7

Follow us on social
Facebook: https://www.facebook.com/foxcricket
Twitter: https://twitter.com/foxcricket
Instagram: https://www.instagram.com/foxcricket",Sports,"""fox cricket|cricket|fox sports australia|australia|aus|fox sports aus|bbl|big bash|big bash league|wbbl|Tests|ODI|ODIs|Test Cricket|T20|T20i|IPL""",6.75,none,756702,10816,578,495000,0.015057447,140595168.0,AU
ഇത്രയെങ്കിലും പറഞ്ഞില്ലെങ്കിൽ ശരിയാവില്ല🫡,2024-11-25T04:37:02Z,WE're IN love 2.0,,People & Blogs,"""[none]""",31.57,none,57106,1389,559,118000,0.034112002,61140308.0,IN
NEW! Ep 4252 - Jethalal Ki Duniya Hil Gayi!  | Taarak Mehta Ka Ooltah Chashmah,2024-11-26T15:30:06Z,Taarak Mehta Ka Ooltah Chashmah,"Click here to Subscribe to Taarak Mehta Ka Ooltah Chashmah Official Channel: https://www.youtube.com/taarakmehtakaooltahchashmah?sub_confirmation=1 

Click here to watch NEW Episode videos: https://www.youtube.com/playlist?list=PLPbh-P_C0BzSxhJ6UCi6tgujD-FsAy0sw

Click here to watch your favourite videos from Taarak Mehta Ka Ooltah Chashmah: 
https://www.youtube.com/playlist?list=PLPbh-P_C0BzRYOkpGxKL-6QmvYSL_ZuCu

We bring to you the best videos from your favorite show Taarak Mehta Ka Ooltah Chashmah. So, get your daily dose of laughter with Jethalal, Taarak Mehta, Daya, Champaklal and their neighbors in Gokuldham Society.

About Taarak Mehta Ka Ooltah Chashmah:
--------------------------------------------------------------------
The show is inspired from the famous humorous column 'Duniya Ne Undha Chasma' written by the eminent Gujarati writer Mr. Tarak Mehta. This story revolves around daily happenings in ""Gokuldham Co-operative Society"" and covers topical issues which are socially relevant. The show predominantly - revolves around 'Jethalal' who is an uneducated Gujarati businessman. Your 'Taarak Mehta', is his neighbor. 'Jethalal' finds a friend and philosopher in 'Taarak Mehta' and often goes to him for advice whenever he is in trouble. Jethalaal's family includes his simpleton wife 'Daya Ben' and a mischievous son 'Tapu'. Tapu is a menace and a constant source of trouble to all the members of Gokuldham. They have often warned 'Jethalal' to reform 'Tapu' or else be prepared to leave the premises. Lost hopes of being heard by his son push Jethalal' to call his father 'Champaklal' from the village. This was his great idea of leashing some control over the mischievous Tapu. The opposite happens and the grandfather joins hands with the grandson to make life a roller coaster troublesome ride for Jethalal.

Cast:
---------
Dilip Joshi as Jethalal Champaklal Gada
Disha Vakani as Daya Jethalal Gada
Nitish Bhaluni / Raj Anadkat / Bhavya Gandhi as Tipendra Jethalal Gada (Tapu) 
Amit Bhatt as Champaklal Jayantilal Gada
Sachin Shroff / Shailesh Lodha as Taarak Mehta
Sunayana Fozdar / Neha Mehta as Anjali Taarak Mehta
Tanuj Mahashabde as Krishnan Subramaniam Iyer
Munmun Dutta as Babita Krishnan Iyer
Mandar Chandwadkar as Aatmaram Tukaram Bhide
Sonalika Joshi as Madhvi Aatmaram Bhide
Nidhi Bhanushali / Palak Sidhwani / Khushi Mali as Sonalika Aatmaram Bhide (Sonu) 
Gurucharan Singh/ Balwinder Suri as Roshan Singh Harjeet Singh Sodhi
Jennifer Mistry Bansiwal as Roshan Kaur Roshan Singh Sodhi
Kavi Kumar Azad / Nirmal Soni as Dr. Hansraj Hathi 
Ambika Ranjankar as Komal Hansraj Hathi
Kush Shah as Gulabkumar Hansraj Hathi (Goli)
Shyam Pathak as Popatlal Pandey
Sharad Sankla as Abdul
Azhar Shaikh as Pinku 
Ghanshyam Nayak / Kiran Bhatt as Nattu Kaka
Tanmay Vekaria as Bagha
Navina Wadekar / Monika Bhadoriya as Bawri

Produced By: Neela Asit Modi, Asit Kumarr Modi 
Special Thanks: Mahesh Vakil, Indu Tarak Mehta
Set Design: Jayant Deshmukh
On-Air Promotion  ( SAB): SAB OAP
Costume Designer: Alka Mehta
Costume Stylist: Ekta Brahmbhatt
Cameraman: Aamir Virani
Production Head: Arvind Marchande
Production Controler: Vinod Shishupal
Background Music: Sunil Patni
Online Editors: Vishal Tambe, Sandeep Singh 
Executive Producer: Jatin Yogesh Bajaj
Editor: Dinesh Gosavi, Kaushal Mistry, Devang Modi, Vinod Maurya
Creative Supervision: Krunal Khakhkhar
Operation Head: Sohil Ramani
Written By: Raju Odedra & Rajen Upadhyay
Directors: Harshad Joshi, Malav Suresh Rajda

Television Adaptation and Designed By: Asit Kumarr Modi

More Useful Links :
 * Like us on Facebook : http://www.facebook.com/tmkoc.sabtv
* Follow us on Instagram : http://www.instagram.com/taarakmehtakaooltahchashmahnfp
 * Follow us on Twitter : http://www.twitter.com/tmkoc_ntf
* Visit us at : http://www.tmkoc.com

#tmkoc #taarakmehta #tmkocsmileofindia",Comedy,"""Taarak Mehta Ka Ooltah Chashmah|तारक मेहता|hindi comedy show|taarak mehta funny|popatlal comedy|taarak mehta comedy|taarak mehta comedy scenes|bhide comedy scenes|jethalal babita funny|funny taarak mehta videos|jethalal|babita|tmkoc|daya|jetha bhide|jetha daya|tapu sena|taarak episode|tmkoc latest episode|tarak mehta ka ulta chashma|taarak mehta ka ulta chashma|तारक मेहता का उल्टा चश्मा|tarak mehta|जेठालाल|tarak mehta new episode 4188|જેઠાલાલ|ganesh 2024""",6.7,none,543790,10563,251,27000000,0.019886353,23534374214.0,IN
Celebrating Pavani's Birthday in Hyderabad,2024-11-24T06:22:04Z,Priyanka Deshpande,"Hello Makkale.. another year older, but always my partner in crime! Happy Birthday Eejaa ❤️",Travel & Events,"""Priyanka|Priyanka Deshpande|Big boss 5|Pavani|Amir|Niroop|Birthday|Vlog""",8.65,none,234665,6593,225,1540000,0.029054184,154048736.0,IN
Chutney में डुबोकर Bhide क्यों खा रहा है Puranpoli? | Taarak Mehta Ka Ooltah Chashmah Ke Foodies,2024-11-26T07:00:16Z,LIV Comedy,"Click here to Subscribe to LIV Comedy: 
https://www.youtube.com/channel/UCBIT1FSJW6yTlzqK-31FDWg?sub_confirmation=1

Bhide is in a dilemma whether he should lend money to Champaklal or not. Champaklal promises Bhide that once the work is done he will tell him the reason for the loan. Will Bhide lend money to Champaklal?

Show Name - Taarak Mehta Ka Ooltah Chashmah
Star Cast - Dilip Joshi, Disha Vakani, Amit Bhatt
Episode - 1591
Produced By - Asit Kumar Modi, Neela Asit Modi

#taarakmehtakaooltahchashmah #livcomedy #tmkoc #comedy2024 #तारकमेहताकाउल्टाचश्मा #comedy #jethalal #tarakmehta #jethalalmemes #tmkocmemes #jethalalcomedy #food #foodies #foodie #gokuldham #fullepisode #comedyvideos #foodlover 
 
About The Show:
----------------------------
Taarak Mehta Ka Ooltah Chashmah is a comedy show inspired by the famous humorous column 'Duniya Ne Undha Chashmah' written by the eminent Gujarati writer Mr. Tarak Mehta. This show revolves around the Gada Family which consists of uneducated businessmen Jethalal Champaklal Gada, Jethalal’s Wife Daya & their naughty Son Tipendra Gada living in Gokuldham Co-operative Society' and covers topical issues which are socially relevant. In case of a problem and emergency, Jethalal Gada often rushes to Taarak Mehta to seek his help and guidance as he finds a philosopher in him. The housing society residents help each other find solutions when facing common, real-life challenges and getting involved in sticky situations.

Click here to watch more episodes from 'Taarak Mehta Ka Ooltah Chashmah Ke Foodies' : https://www.youtube.com/playlist?list=PLSXTaG1fT0cT5G12J5Crvkt1XPr2dP5iG

Chutney में डुबोकर Bhide क्यों खा रहा है Puranpoli? | Taarak Mehta Ka Ooltah Chashmah Ke Foodies",Comedy,"""Ooltah Chashmah|liv comedy channel|taarak mehta latest episode|taarak mehta ka ooltah chashmah|hindi comedy show|comedy funny show|tmkoc comedy|liv comedy tmkoc|tmkoc funny episodes liv comedy|comedy episode|best of comedy videos|must watch comedy videos|best comedy videos|જેઠાલાલ|jetha aur daya comedy|Gokuldham Society|jethalal best comedy|jetha aur iyer ki comedy|taarak mehta episode|tmkoc food special|jetha jalebi fafda|jethalal foodie|tmkoc ep 1591""",19.25,none,581735,4856,84,15100000,0.008491839,10009994462.0,US
